年份, 年底人口數,土地面積,人口密度,地區,縣市
107,"17,871 ",78.3805 ,228 ,　銅鑼鄉　,苗  栗  縣　
106,"18,138 ",78.3805 ,231 ,　銅鑼鄉　,苗  栗  縣　
105,"18,465 ",78.3805 ,236 ,　銅鑼鄉　,苗  栗  縣　
104,"18,710 ",78.3805 ,239 ,　銅鑼鄉　,苗  栗  縣　
113,"8,686 ",165.4938 ,52 ,　南庄鄉　,苗  栗  縣　
112,"8,843 ",165.4938 ,53 ,　南庄鄉　,苗  栗  縣　
111,"9,046 ",165.4938 ,55 ,　南庄鄉　,苗  栗  縣　
110,"9,328 ",165.4938 ,56 ,　南庄鄉　,苗  栗  縣　
109,"9,573 ",165.4938 ,58 ,　南庄鄉　,苗  栗  縣　
108,"9,813 ",165.4938 ,59 ,　南庄鄉　,苗  栗  縣　
107,"10,042 ",165.4938 ,61 ,　南庄鄉　,苗  栗  縣　
106,"10,176 ",165.4938 ,61 ,　南庄鄉　,苗  栗  縣　
105,"10,391 ",165.4938 ,63 ,　南庄鄉　,苗  栗  縣　
104,"10,577 ",165.4938 ,64 ,　南庄鄉　,苗  栗  縣　
113,"9,627 ",52.5046 ,183 ,　頭屋鄉　,苗  栗  縣　
112,"9,788 ",52.5046 ,186 ,　頭屋鄉　,苗  栗  縣　
111,"9,948 ",52.5046 ,189 ,　頭屋鄉　,苗  栗  縣　
110,"10,026 ",52.5046 ,191 ,　頭屋鄉　,苗  栗  縣　
109,"10,240 ",52.5046 ,195 ,　頭屋鄉　,苗  栗  縣　
108,"10,455 ",52.5046 ,199 ,　頭屋鄉　,苗  栗  縣　
107,"10,667 ",52.5046 ,203 ,　頭屋鄉　,苗  栗  縣　
106,"10,840 ",52.5046 ,206 ,　頭屋鄉　,苗  栗  縣　
105,"11,102 ",52.5046 ,211 ,　頭屋鄉　,苗  栗  縣　
104,"11,236 ",52.5046 ,214 ,　頭屋鄉　,苗  栗  縣　
113,"14,713 ",69.3424 ,212 ,　三義鄉　,苗  栗  縣　
112,"14,949 ",69.3424 ,216 ,　三義鄉　,苗  栗  縣　
111,"15,151 ",69.3424 ,218 ,　三義鄉　,苗  栗  縣　
110,"15,388 ",69.3424 ,222 ,　三義鄉　,苗  栗  縣　
109,"15,665 ",69.3424 ,226 ,　三義鄉　,苗  栗  縣　
108,"15,970 ",69.3424 ,230 ,　三義鄉　,苗  栗  縣　
107,"16,204 ",69.3424 ,234 ,　三義鄉　,苗  栗  縣　
106,"16,530 ",69.3424 ,238 ,　三義鄉　,苗  栗  縣　
105,"16,813 ",69.3424 ,242 ,　三義鄉　,苗  栗  縣　
104,"17,020 ",69.3424 ,245 ,　三義鄉　,苗  栗  縣　
113,"6,035 ",41.0758 ,147 ,　西湖鄉　,苗  栗  縣　
112,"6,258 ",41.0758 ,152 ,　西湖鄉　,苗  栗  縣　
111,"6,440 ",41.0758 ,157 ,　西湖鄉　,苗  栗  縣　
110,"6,558 ",41.0758 ,160 ,　西湖鄉　,苗  栗  縣　
109,"6,729 ",41.0758 ,164 ,　西湖鄉　,苗  栗  縣　
108,"6,877 ",41.0758 ,167 ,　西湖鄉　,苗  栗  縣　
107,"7,033 ",41.0758 ,171 ,　西湖鄉　,苗  栗  縣　
106,"7,154 ",41.0758 ,174 ,　西湖鄉　,苗  栗  縣　
105,"7,288 ",41.0758 ,177 ,　西湖鄉　,苗  栗  縣　
104,"7,466 ",41.0758 ,182 ,　西湖鄉　,苗  栗  縣　
113,"11,582 ",47.9978 ,241 ,　造橋鄉　,苗  栗  縣　
112,"11,602 ",47.9978 ,242 ,　造橋鄉　,苗  栗  縣　
111,"11,706 ",47.9978 ,244 ,　造橋鄉　,苗  栗  縣　
110,"11,956 ",47.9978 ,249 ,　造橋鄉　,苗  栗  縣　
109,"12,177 ",47.9978 ,254 ,　造橋鄉　,苗  栗  縣　
108,"12,473 ",47.9978 ,260 ,　造橋鄉　,苗  栗  縣　
107,"12,701 ",47.9978 ,265 ,　造橋鄉　,苗  栗  縣　
106,"12,952 ",47.9978 ,270 ,　造橋鄉　,苗  栗  縣　
105,"13,166 ",47.9978 ,274 ,　造橋鄉　,苗  栗  縣　
104,"13,354 ",47.9978 ,278 ,　造橋鄉　,苗  栗  縣　
113,"5,814 ",52.2964 ,111 ,　三灣鄉　,苗  栗  縣　
112,"5,975 ",52.2964 ,114 ,　三灣鄉　,苗  栗  縣　
111,"6,143 ",52.2964 ,117 ,　三灣鄉　,苗  栗  縣　
110,"6,201 ",52.2964 ,119 ,　三灣鄉　,苗  栗  縣　
109,"6,364 ",52.2964 ,122 ,　三灣鄉　,苗  栗  縣　
108,"6,532 ",52.2964 ,125 ,　三灣鄉　,苗  栗  縣　
107,"6,613 ",52.2964 ,126 ,　三灣鄉　,苗  栗  縣　
106,"6,756 ",52.2964 ,129 ,　三灣鄉　,苗  栗  縣　
105,"6,884 ",52.2964 ,132 ,　三灣鄉　,苗  栗  縣　
104,"6,994 ",52.2964 ,134 ,　三灣鄉　,苗  栗  縣　
113,"4,008 ",79.4324 ,50 ,　獅潭鄉　,苗  栗  縣　
112,"4,095 ",79.4324 ,52 ,　獅潭鄉　,苗  栗  縣　
111,"4,149 ",79.4324 ,52 ,　獅潭鄉　,苗  栗  縣　
110,"4,117 ",79.4324 ,52 ,　獅潭鄉　,苗  栗  縣　
109,"4,158 ",79.4324 ,52 ,　獅潭鄉　,苗  栗  縣　
108,"4,231 ",79.4324 ,53 ,　獅潭鄉　,苗  栗  縣　
107,"4,331 ",79.4324 ,55 ,　獅潭鄉　,苗  栗  縣　
106,"4,417 ",79.4324 ,56 ,　獅潭鄉　,苗  栗  縣　
105,"4,475 ",79.4324 ,56 ,　獅潭鄉　,苗  栗  縣　
104,"4,606 ",79.4324 ,58 ,　獅潭鄉　,苗  栗  縣　
113,"5,511 ",614.5127 ,9 ,    泰安鄉　,苗  栗  縣　
112,"5,643 ",614.5127 ,9 ,    泰安鄉　,苗  栗  縣　
111,"5,739 ",614.5127 ,9 ,    泰安鄉　,苗  栗  縣　
110,"5,691 ",614.5127 ,9 ,    泰安鄉　,苗  栗  縣　
109,"5,782 ",614.5127 ,9 ,    泰安鄉　,苗  栗  縣　
108,"5,888 ",614.5127 ,10 ,    泰安鄉　,苗  栗  縣　
107,"6,039 ",614.5127 ,10 ,    泰安鄉　,苗  栗  縣　
106,"5,883 ",614.5127 ,10 ,    泰安鄉　,苗  栗  縣　
105,"5,930 ",614.5127 ,10 ,    泰安鄉　,苗  栗  縣　
104,"6,045 ",614.5127 ,10 ,    泰安鄉　,苗  栗  縣　
113,"223,689 ",65.6947 ,"3,405 ",　彰化市　,彰  化  縣　
112,"226,046 ",65.6947 ,"3,441 ",　彰化市　,彰  化  縣　
111,"226,519 ",65.6947 ,"3,448 ",　彰化市　,彰  化  縣　
110,"228,470 ",65.6947 ,"3,478 ",　彰化市　,彰  化  縣　
109,"231,317 ",65.6947 ,"3,521 ",　彰化市　,彰  化  縣　
108,"232,259 ",65.6947 ,"3,535 ",　彰化市　,彰  化  縣　
107,"232,729 ",65.6947 ,"3,543 ",　彰化市　,彰  化  縣　
106,"233,613 ",65.6947 ,"3,556 ",　彰化市　,彰  化  縣　
105,"234,690 ",65.6947 ,"3,572 ",　彰化市　,彰  化  縣　
104,"235,010 ",65.6947 ,"3,577 ",　彰化市　,彰  化  縣　
113,"122,742 ",40.0380 ,"3,066 ",　員林市　,彰  化  縣　
112,"123,004 ",40.0380 ,"3,072 ",　員林市　,彰  化  縣　
111,"122,367 ",40.0380 ,"3,056 ",　員林市　,彰  化  縣　
110,"122,757 ",40.0380 ,"3,066 ",　員林市　,彰  化  縣　
109,"124,263 ",40.0380 ,"3,104 ",　員林市　,彰  化  縣　
108,"125,008 ",40.0380 ,"3,122 ",　員林市　,彰  化  縣　
107,"124,890 ",40.0380 ,"3,119 ",　員林市　,彰  化  縣　
106,"124,632 ",40.0380 ,"3,113 ",　員林市　,彰  化  縣　
105,"124,932 ",40.0380 ,"3,120 ",　員林市　,彰  化  縣　
104,"124,837 ",40.0380 ,"3,118 ",　員林市　,彰  化  縣　
113,"83,588 ",39.4625 ,"2,118 ",　鹿港鎮　,彰  化  縣　
112,"84,643 ",39.4625 ,"2,145 ",　鹿港鎮　,彰  化  縣　
111,"85,370 ",39.4625 ,"2,163 ",　鹿港鎮　,彰  化  縣　
110,"85,837 ",39.4625 ,"2,175 ",　鹿港鎮　,彰  化  縣　
109,"86,550 ",39.4625 ,"2,193 ",　鹿港鎮　,彰  化  縣　
108,"86,931 ",39.4625 ,"2,203 ",　鹿港鎮　,彰  化  縣　
107,"86,818 ",39.4625 ,"2,200 ",　鹿港鎮　,彰  化  縣　
106,"86,799 ",39.4625 ,"2,200 ",　鹿港鎮　,彰  化  縣　
105,"86,709 ",39.4625 ,"2,197 ",　鹿港鎮　,彰  化  縣　
104,"86,407 ",39.4625 ,"2,190 ",　鹿港鎮　,彰  化  縣　
113,"87,370 ",39.9345 ,"2,188 ",　和美鎮　,彰  化  縣　
112,"88,046 ",39.9345 ,"2,205 ",　和美鎮　,彰  化  縣　
111,"88,666 ",39.9345 ,"2,220 ",　和美鎮　,彰  化  縣　
110,"89,558 ",39.9345 ,"2,243 ",　和美鎮　,彰  化  縣　
109,"90,095 ",39.9345 ,"2,256 ",　和美鎮　,彰  化  縣　
108,"90,530 ",39.9345 ,"2,267 ",　和美鎮　,彰  化  縣　
107,"90,782 ",39.9345 ,"2,273 ",　和美鎮　,彰  化  縣　
106,"90,986 ",39.9345 ,"2,278 ",　和美鎮　,彰  化  縣　
105,"91,162 ",39.9345 ,"2,283 ",　和美鎮　,彰  化  縣　
104,"91,113 ",39.9345 ,"2,282 ",　和美鎮　,彰  化  縣　
113,"33,238 ",19.2547 ,"1,726 ",　北斗鎮　,彰  化  縣　
112,"33,294 ",19.2547 ,"1,729 ",　北斗鎮　,彰  化  縣　
111,"33,259 ",19.2547 ,"1,727 ",　北斗鎮　,彰  化  縣　
110,"33,303 ",19.2547 ,"1,730 ",　北斗鎮　,彰  化  縣　
109,"33,358 ",19.2547 ,"1,732 ",　北斗鎮　,彰  化  縣　
108,"33,348 ",19.2547 ,"1,732 ",　北斗鎮　,彰  化  縣　
107,"33,321 ",19.2547 ,"1,731 ",　北斗鎮　,彰  化  縣　
106,"33,355 ",19.2547 ,"1,732 ",　北斗鎮　,彰  化  縣　
105,"33,253 ",19.2547 ,"1,727 ",　北斗鎮　,彰  化  縣　
104,"33,225 ",19.2547 ,"1,726 ",　北斗鎮　,彰  化  縣　
113,"53,385 ",32.0592 ,"1,665 ",　溪湖鎮　,彰  化  縣　
112,"53,898 ",32.0592 ,"1,681 ",　溪湖鎮　,彰  化  縣　
111,"54,056 ",32.0592 ,"1,686 ",　溪湖鎮　,彰  化  縣　
110,"54,340 ",32.0592 ,"1,695 ",　溪湖鎮　,彰  化  縣　
109,"54,814 ",32.0592 ,"1,710 ",　溪湖鎮　,彰  化  縣　
108,"55,185 ",32.0592 ,"1,721 ",　溪湖鎮　,彰  化  縣　
107,"55,365 ",32.0592 ,"1,727 ",　溪湖鎮　,彰  化  縣　
106,"55,686 ",32.0592 ,"1,737 ",　溪湖鎮　,彰  化  縣　
105,"55,675 ",32.0592 ,"1,737 ",　溪湖鎮　,彰  化  縣　
104,"55,742 ",32.0592 ,"1,739 ",　溪湖鎮　,彰  化  縣　
113,"38,819 ",34.6056 ,"1,122 ",　田中鎮　,彰  化  縣　
112,"39,336 ",34.6056 ,"1,137 ",　田中鎮　,彰  化  縣　
111,"39,693 ",34.6056 ,"1,147 ",　田中鎮　,彰  化  縣　
110,"40,123 ",34.6056 ,"1,159 ",　田中鎮　,彰  化  縣　
109,"40,717 ",34.6056 ,"1,177 ",　田中鎮　,彰  化  縣　
108,"41,244 ",34.6056 ,"1,192 ",　田中鎮　,彰  化  縣　
107,"41,541 ",34.6056 ,"1,200 ",　田中鎮　,彰  化  縣　
106,"41,890 ",34.6056 ,"1,210 ",　田中鎮　,彰  化  縣　
105,"42,152 ",34.6056 ,"1,218 ",　田中鎮　,彰  化  縣　
104,"42,490 ",34.6056 ,"1,228 ",　田中鎮　,彰  化  縣　
113,"47,119 ",92.8478 ,507 ,　二林鎮　,彰  化  縣　
112,"47,898 ",92.8478 ,516 ,　二林鎮　,彰  化  縣　
111,"48,390 ",92.8478 ,521 ,　二林鎮　,彰  化  縣　
110,"49,082 ",92.8478 ,529 ,　二林鎮　,彰  化  縣　
109,"49,687 ",92.8478 ,535 ,　二林鎮　,彰  化  縣　
108,"50,075 ",92.8478 ,539 ,　二林鎮　,彰  化  縣　
107,"50,536 ",92.8478 ,544 ,　二林鎮　,彰  化  縣　
106,"50,980 ",92.8478 ,549 ,　二林鎮　,彰  化  縣　
105,"51,516 ",92.8478 ,555 ,　二林鎮　,彰  化  縣　
104,"51,882 ",92.8478 ,559 ,　二林鎮　,彰  化  縣　
113,"16,182 ",18.0856 ,895 ,　線西鄉　,彰  化  縣　
112,"16,203 ",18.0856 ,896 ,　線西鄉　,彰  化  縣　
111,"16,303 ",18.0856 ,901 ,　線西鄉　,彰  化  縣　
110,"16,486 ",18.0856 ,912 ,　線西鄉　,彰  化  縣　
109,"16,665 ",18.0856 ,921 ,　線西鄉　,彰  化  縣　
108,"16,733 ",18.0856 ,925 ,　線西鄉　,彰  化  縣　
107,"16,860 ",18.0856 ,932 ,　線西鄉　,彰  化  縣　
106,"16,928 ",18.0856 ,936 ,　線西鄉　,彰  化  縣　
105,"16,939 ",18.0856 ,937 ,　線西鄉　,彰  化  縣　
104,"17,040 ",18.0856 ,942 ,　線西鄉　,彰  化  縣　
113,"38,422 ",22.3268 ,"1,721 ",　伸港鄉　,彰  化  縣　
112,"38,491 ",22.3268 ,"1,724 ",　伸港鄉　,彰  化  縣　
111,"37,948 ",22.3268 ,"1,700 ",　伸港鄉　,彰  化  縣　
110,"37,838 ",22.3268 ,"1,695 ",　伸港鄉　,彰  化  縣　
109,"37,740 ",22.3268 ,"1,690 ",　伸港鄉　,彰  化  縣　
108,"37,449 ",22.3268 ,"1,677 ",　伸港鄉　,彰  化  縣　
107,"37,121 ",22.3268 ,"1,663 ",　伸港鄉　,彰  化  縣　
106,"36,957 ",22.3268 ,"1,655 ",　伸港鄉　,彰  化  縣　
105,"36,756 ",22.3268 ,"1,646 ",　伸港鄉　,彰  化  縣　
104,"36,464 ",22.3268 ,"1,633 ",　伸港鄉　,彰  化  縣　
113,"44,773 ",49.8934 ,897 ,　福興鄉　,彰  化  縣　
112,"45,186 ",49.8934 ,906 ,　福興鄉　,彰  化  縣　
111,"45,445 ",49.8934 ,911 ,　福興鄉　,彰  化  縣　
110,"45,956 ",49.8934 ,921 ,　福興鄉　,彰  化  縣　
109,"46,399 ",49.8934 ,930 ,　福興鄉　,彰  化  縣　
108,"46,748 ",49.8934 ,937 ,　福興鄉　,彰  化  縣　
107,"47,059 ",49.8934 ,943 ,　福興鄉　,彰  化  縣　
106,"47,332 ",49.8934 ,949 ,　福興鄉　,彰  化  縣　
105,"47,479 ",49.8934 ,952 ,　福興鄉　,彰  化  縣　
104,"47,618 ",49.8934 ,954 ,　福興鄉　,彰  化  縣　
113,"37,773 ",29.3447 ,"1,287 ",　秀水鄉　,彰  化  縣　
112,"38,141 ",29.3447 ,"1,300 ",　秀水鄉　,彰  化  縣　
111,"38,258 ",29.3447 ,"1,304 ",　秀水鄉　,彰  化  縣　
110,"38,633 ",29.3447 ,"1,317 ",　秀水鄉　,彰  化  縣　
109,"38,872 ",29.3447 ,"1,325 ",　秀水鄉　,彰  化  縣　
108,"39,068 ",29.3447 ,"1,331 ",　秀水鄉　,彰  化  縣　
107,"39,291 ",29.3447 ,"1,339 ",　秀水鄉　,彰  化  縣　
106,"39,357 ",29.3447 ,"1,341 ",　秀水鄉　,彰  化  縣　
105,"39,344 ",29.3447 ,"1,341 ",　秀水鄉　,彰  化  縣　
104,"39,352 ",29.3447 ,"1,341 ",　秀水鄉　,彰  化  縣　
113,"43,338 ",36.3469 ,"1,192 ",　花壇鄉　,彰  化  縣　
112,"43,936 ",36.3469 ,"1,209 ",　花壇鄉　,彰  化  縣　
111,"44,296 ",36.3469 ,"1,219 ",　花壇鄉　,彰  化  縣　
110,"44,795 ",36.3469 ,"1,232 ",　花壇鄉　,彰  化  縣　
109,"45,232 ",36.3469 ,"1,244 ",　花壇鄉　,彰  化  縣　
108,"45,566 ",36.3469 ,"1,254 ",　花壇鄉　,彰  化  縣　
107,"45,853 ",36.3469 ,"1,262 ",　花壇鄉　,彰  化  縣　
106,"45,924 ",36.3469 ,"1,263 ",　花壇鄉　,彰  化  縣　
105,"46,142 ",36.3469 ,"1,269 ",　花壇鄉　,彰  化  縣　
104,"45,984 ",36.3469 ,"1,265 ",　花壇鄉　,彰  化  縣　
113,"21,772 ",38.0204 ,573 ,　芬園鄉　,彰  化  縣　
112,"22,202 ",38.0204 ,584 ,　芬園鄉　,彰  化  縣　
111,"22,456 ",38.0204 ,591 ,　芬園鄉　,彰  化  縣　
110,"22,827 ",38.0204 ,600 ,　芬園鄉　,彰  化  縣　
109,"23,188 ",38.0204 ,610 ,　芬園鄉　,彰  化  縣　
108,"23,383 ",38.0204 ,615 ,　芬園鄉　,彰  化  縣　
107,"23,583 ",38.0204 ,620 ,　芬園鄉　,彰  化  縣　
106,"23,755 ",38.0204 ,625 ,　芬園鄉　,彰  化  縣　
105,"23,881 ",38.0204 ,628 ,　芬園鄉　,彰  化  縣　
104,"24,003 ",38.0204 ,631 ,　芬園鄉　,彰  化  縣　
113,"39,474 ",30.7837 ,"1,282 ",　大村鄉　,彰  化  縣　
112,"40,104 ",30.7837 ,"1,303 ",　大村鄉　,彰  化  縣　
111,"40,392 ",30.7837 ,"1,312 ",　大村鄉　,彰  化  縣　
110,"39,835 ",30.7837 ,"1,294 ",　大村鄉　,彰  化  縣　
109,"38,457 ",30.7837 ,"1,249 ",　大村鄉　,彰  化  縣　
108,"37,124 ",30.7837 ,"1,206 ",　大村鄉　,彰  化  縣　
107,"36,968 ",30.7837 ,"1,201 ",　大村鄉　,彰  化  縣　
106,"36,870 ",30.7837 ,"1,198 ",　大村鄉　,彰  化  縣　
105,"36,762 ",30.7837 ,"1,194 ",　大村鄉　,彰  化  縣　
104,"36,531 ",30.7837 ,"1,187 ",　大村鄉　,彰  化  縣　
113,"30,546 ",38.6081 ,791 ,　埔鹽鄉　,彰  化  縣　
112,"31,048 ",38.6081 ,804 ,　埔鹽鄉　,彰  化  縣　
111,"31,349 ",38.6081 ,812 ,　埔鹽鄉　,彰  化  縣　
110,"31,682 ",38.6081 ,821 ,　埔鹽鄉　,彰  化  縣　
109,"31,919 ",38.6081 ,827 ,　埔鹽鄉　,彰  化  縣　
108,"32,183 ",38.6081 ,834 ,　埔鹽鄉　,彰  化  縣　
107,"32,460 ",38.6081 ,841 ,　埔鹽鄉　,彰  化  縣　
106,"32,587 ",38.6081 ,844 ,　埔鹽鄉　,彰  化  縣　
105,"32,782 ",38.6081 ,849 ,　埔鹽鄉　,彰  化  縣　
104,"32,954 ",38.6081 ,854 ,　埔鹽鄉　,彰  化  縣　
113,"33,366 ",20.9526 ,"1,592 ",　埔心鄉　,彰  化  縣　
112,"33,625 ",20.9526 ,"1,605 ",　埔心鄉　,彰  化  縣　
111,"33,813 ",20.9526 ,"1,614 ",　埔心鄉　,彰  化  縣　
110,"34,037 ",20.9526 ,"1,624 ",　埔心鄉　,彰  化  縣　
109,"34,451 ",20.9526 ,"1,644 ",　埔心鄉　,彰  化  縣　
108,"34,734 ",20.9526 ,"1,658 ",　埔心鄉　,彰  化  縣　
107,"34,745 ",20.9526 ,"1,658 ",　埔心鄉　,彰  化  縣　
106,"34,836 ",20.9526 ,"1,663 ",　埔心鄉　,彰  化  縣　
105,"34,788 ",20.9526 ,"1,660 ",　埔心鄉　,彰  化  縣　
104,"34,833 ",20.9526 ,"1,662 ",　埔心鄉　,彰  化  縣　
113,"34,664 ",20.6382 ,"1,680 ",　永靖鄉　,彰  化  縣　
112,"35,166 ",20.6382 ,"1,704 ",　永靖鄉　,彰  化  縣　
111,"35,464 ",20.6382 ,"1,718 ",　永靖鄉　,彰  化  縣　
110,"35,879 ",20.6382 ,"1,738 ",　永靖鄉　,彰  化  縣　
109,"36,300 ",20.6382 ,"1,759 ",　永靖鄉　,彰  化  縣　
108,"36,651 ",20.6382 ,"1,776 ",　永靖鄉　,彰  化  縣　
107,"36,962 ",20.6382 ,"1,791 ",　永靖鄉　,彰  化  縣　
106,"37,334 ",20.6382 ,"1,809 ",　永靖鄉　,彰  化  縣　
105,"37,773 ",20.6382 ,"1,830 ",　永靖鄉　,彰  化  縣　
104,"37,985 ",20.6382 ,"1,841 ",　永靖鄉　,彰  化  縣　
113,"40,842 ",36.1449 ,"1,130 ",　社頭鄉　,彰  化  縣　
112,"41,415 ",36.1449 ,"1,146 ",　社頭鄉　,彰  化  縣　
111,"41,606 ",36.1449 ,"1,151 ",　社頭鄉　,彰  化  縣　
110,"42,026 ",36.1449 ,"1,163 ",　社頭鄉　,彰  化  縣　
109,"42,436 ",36.1449 ,"1,174 ",　社頭鄉　,彰  化  縣　
108,"42,573 ",36.1449 ,"1,178 ",　社頭鄉　,彰  化  縣　
107,"42,882 ",36.1449 ,"1,186 ",　社頭鄉　,彰  化  縣　
106,"43,144 ",36.1449 ,"1,194 ",　社頭鄉　,彰  化  縣　
105,"43,342 ",36.1449 ,"1,199 ",　社頭鄉　,彰  化  縣　
104,"43,492 ",36.1449 ,"1,203 ",　社頭鄉　,彰  化  縣　
113,"13,547 ",29.4449 ,460 ,　二水鄉　,彰  化  縣　
112,"13,855 ",29.4449 ,471 ,　二水鄉　,彰  化  縣　
111,"14,168 ",29.4449 ,481 ,　二水鄉　,彰  化  縣　
110,"14,377 ",29.4449 ,488 ,　二水鄉　,彰  化  縣　
109,"14,642 ",29.4449 ,497 ,　二水鄉　,彰  化  縣　
108,"14,843 ",29.4449 ,504 ,　二水鄉　,彰  化  縣　
107,"15,153 ",29.4449 ,515 ,　二水鄉　,彰  化  縣　
106,"15,325 ",29.4449 ,520 ,　二水鄉　,彰  化  縣　
105,"15,500 ",29.4449 ,526 ,　二水鄉　,彰  化  縣　
104,"15,629 ",29.4449 ,531 ,　二水鄉　,彰  化  縣　
113,"25,525 ",24.0375 ,"1,062 ",　田尾鄉　,彰  化  縣　
112,"25,897 ",24.0375 ,"1,077 ",　田尾鄉　,彰  化  縣　
111,"26,069 ",24.0375 ,"1,085 ",　田尾鄉　,彰  化  縣　
110,"26,407 ",24.0375 ,"1,099 ",　田尾鄉　,彰  化  縣　
109,"26,691 ",24.0375 ,"1,110 ",　田尾鄉　,彰  化  縣　
108,"26,993 ",24.0375 ,"1,123 ",　田尾鄉　,彰  化  縣　
107,"27,336 ",24.0375 ,"1,137 ",　田尾鄉　,彰  化  縣　
106,"27,462 ",24.0375 ,"1,142 ",　田尾鄉　,彰  化  縣　
105,"27,567 ",24.0375 ,"1,147 ",　田尾鄉　,彰  化  縣　
104,"27,567 ",24.0375 ,"1,147 ",　田尾鄉　,彰  化  縣　
113,"28,484 ",42.7508 ,666 ,　埤頭鄉　,彰  化  縣　
112,"28,946 ",42.7508 ,677 ,　埤頭鄉　,彰  化  縣　
111,"29,293 ",42.7508 ,685 ,　埤頭鄉　,彰  化  縣　
110,"29,706 ",42.7508 ,695 ,　埤頭鄉　,彰  化  縣　
109,"30,072 ",42.7508 ,703 ,　埤頭鄉　,彰  化  縣　
108,"30,394 ",42.7508 ,711 ,　埤頭鄉　,彰  化  縣　
107,"30,508 ",42.7508 ,714 ,　埤頭鄉　,彰  化  縣　
106,"30,642 ",42.7508 ,717 ,　埤頭鄉　,彰  化  縣　
105,"30,797 ",42.7508 ,720 ,　埤頭鄉　,彰  化  縣　
104,"30,869 ",42.7508 ,722 ,　埤頭鄉　,彰  化  縣　
113,"30,614 ",91.3827 ,335 ,　芳苑鄉　,彰  化  縣　
112,"31,131 ",91.3827 ,341 ,　芳苑鄉　,彰  化  縣　
111,"31,614 ",91.3827 ,346 ,　芳苑鄉　,彰  化  縣　
110,"32,110 ",91.3827 ,351 ,　芳苑鄉　,彰  化  縣　
109,"32,720 ",91.3827 ,358 ,　芳苑鄉　,彰  化  縣　
108,"33,084 ",91.3827 ,362 ,　芳苑鄉　,彰  化  縣　
107,"33,489 ",91.3827 ,366 ,　芳苑鄉　,彰  化  縣　
106,"33,714 ",91.3827 ,369 ,　芳苑鄉　,彰  化  縣　
105,"34,039 ",91.3827 ,372 ,　芳苑鄉　,彰  化  縣　
104,"34,352 ",91.3827 ,376 ,　芳苑鄉　,彰  化  縣　
113,"14,548 ",63.7406 ,228 ,　大城鄉　,彰  化  縣　
112,"14,992 ",63.7406 ,235 ,　大城鄉　,彰  化  縣　
111,"15,455 ",63.7406 ,242 ,　大城鄉　,彰  化  縣　
110,"15,733 ",63.7406 ,247 ,　大城鄉　,彰  化  縣　
109,"16,119 ",63.7406 ,253 ,　大城鄉　,彰  化  縣　
108,"16,359 ",63.7406 ,257 ,　大城鄉　,彰  化  縣　
107,"16,717 ",63.7406 ,262 ,　大城鄉　,彰  化  縣　
106,"16,987 ",63.7406 ,267 ,　大城鄉　,彰  化  縣　
105,"17,284 ",63.7406 ,271 ,　大城鄉　,彰  化  縣　
104,"17,516 ",63.7406 ,275 ,　大城鄉　,彰  化  縣　
113,"14,160 ",42.1662 ,336 ,　竹塘鄉　,彰  化  縣　
112,"14,297 ",42.1662 ,339 ,　竹塘鄉　,彰  化  縣　
111,"14,370 ",42.1662 ,341 ,　竹塘鄉　,彰  化  縣　
110,"14,584 ",42.1662 ,346 ,　竹塘鄉　,彰  化  縣　
109,"14,808 ",42.1662 ,351 ,　竹塘鄉　,彰  化  縣　
108,"14,926 ",42.1662 ,354 ,　竹塘鄉　,彰  化  縣　
107,"15,095 ",42.1662 ,358 ,　竹塘鄉　,彰  化  縣　
106,"15,303 ",42.1662 ,363 ,　竹塘鄉　,彰  化  縣　
105,"15,491 ",42.1662 ,367 ,　竹塘鄉　,彰  化  縣　
104,"15,638 ",42.1662 ,371 ,　竹塘鄉　,彰  化  縣　
113,"27,695 ",75.8310 ,365 ,　溪州鄉　,彰  化  縣　
112,"28,248 ",75.8310 ,373 ,　溪州鄉　,彰  化  縣　
111,"28,620 ",75.8310 ,377 ,　溪州鄉　,彰  化  縣　
110,"28,949 ",75.8310 ,382 ,　溪州鄉　,彰  化  縣　
109,"29,158 ",75.8310 ,385 ,　溪州鄉　,彰  化  縣　
108,"29,411 ",75.8310 ,388 ,　溪州鄉　,彰  化  縣　
107,"29,760 ",75.8310 ,392 ,　溪州鄉　,彰  化  縣　
106,"30,060 ",75.8310 ,396 ,　溪州鄉　,彰  化  縣　
105,"30,391 ",75.8310 ,401 ,　溪州鄉　,彰  化  縣　
104,"30,539 ",75.8310 ,403 ,　溪州鄉　,彰  化  縣　
113,"97,042 ",71.6021 ,"1,355 ",　南投市　,南  投  縣　
112,"97,450 ",71.6021 ,"1,361 ",　南投市　,南  投  縣　
111,"97,361 ",71.6021 ,"1,360 ",　南投市　,南  投  縣　
110,"98,244 ",71.6021 ,"1,372 ",　南投市　,南  投  縣　
109,"99,081 ",71.6021 ,"1,384 ",　南投市　,南  投  縣　
108,"99,199 ",71.6021 ,"1,385 ",　南投市　,南  投  縣　
107,"99,519 ",71.6021 ,"1,390 ",　南投市　,南  投  縣　
106,"100,180 ",71.6021 ,"1,399 ",　南投市　,南  投  縣　
105,"100,960 ",71.6021 ,"1,410 ",　南投市　,南  投  縣　
104,"101,622 ",71.6021 ,"1,419 ",　南投市　,南  投  縣　
113,"76,303 ",162.2227 ,470 ,　埔里鎮　,南  投  縣　
