年份, 年底人口數,土地面積,人口密度,地區,縣市
110,"31,564 ",42.4099 ,744 ,　外埔區　,臺  中  市　
109,"31,940 ",42.4099 ,753 ,　外埔區　,臺  中  市　
108,"32,224 ",42.4099 ,760 ,　外埔區　,臺  中  市　
107,"32,230 ",42.4099 ,760 ,　外埔區　,臺  中  市　
106,"32,185 ",42.4099 ,759 ,　外埔區　,臺  中  市　
105,"32,034 ",42.4099 ,755 ,　外埔區　,臺  中  市　
104,"31,899 ",42.4099 ,752 ,　外埔區　,臺  中  市　
113,"17,793 ",27.4045 ,649 ,　大安區　,臺  中  市　
112,"18,073 ",27.4045 ,659 ,　大安區　,臺  中  市　
111,"18,230 ",27.4045 ,665 ,　大安區　,臺  中  市　
110,"18,485 ",27.4045 ,675 ,　大安區　,臺  中  市　
109,"18,864 ",27.4045 ,688 ,　大安區　,臺  中  市　
108,"19,111 ",27.4045 ,697 ,　大安區　,臺  中  市　
107,"19,267 ",27.4045 ,703 ,　大安區　,臺  中  市　
106,"19,303 ",27.4045 ,704 ,　大安區　,臺  中  市　
105,"19,409 ",27.4045 ,708 ,　大安區　,臺  中  市　
104,"19,542 ",27.4045 ,713 ,　大安區　,臺  中  市　
113,"81,284 ",43.4032 ,"1,873 ",　烏日區　,臺  中  市　
112,"80,194 ",43.4032 ,"1,848 ",　烏日區　,臺  中  市　
111,"78,122 ",43.4032 ,"1,800 ",　烏日區　,臺  中  市　
110,"77,245 ",43.4032 ,"1,780 ",　烏日區　,臺  中  市　
109,"76,494 ",43.4032 ,"1,762 ",　烏日區　,臺  中  市　
108,"75,610 ",43.4032 ,"1,742 ",　烏日區　,臺  中  市　
107,"75,372 ",43.4032 ,"1,737 ",　烏日區　,臺  中  市　
106,"74,554 ",43.4032 ,"1,718 ",　烏日區　,臺  中  市　
105,"73,647 ",43.4032 ,"1,697 ",　烏日區　,臺  中  市　
104,"72,514 ",43.4032 ,"1,671 ",　烏日區　,臺  中  市　
113,"55,708 ",37.0024 ,"1,506 ",　大肚區　,臺  中  市　
112,"55,955 ",37.0024 ,"1,512 ",　大肚區　,臺  中  市　
111,"56,129 ",37.0024 ,"1,517 ",　大肚區　,臺  中  市　
110,"56,458 ",37.0024 ,"1,526 ",　大肚區　,臺  中  市　
109,"56,777 ",37.0024 ,"1,534 ",　大肚區　,臺  中  市　
108,"57,085 ",37.0024 ,"1,543 ",　大肚區　,臺  中  市　
107,"57,324 ",37.0024 ,"1,549 ",　大肚區　,臺  中  市　
106,"57,322 ",37.0024 ,"1,549 ",　大肚區　,臺  中  市　
105,"57,207 ",37.0024 ,"1,546 ",　大肚區　,臺  中  市　
104,"56,627 ",37.0024 ,"1,530 ",　大肚區　,臺  中  市　
113,"79,030 ",38.0377 ,"2,078 ",　龍井區　,臺  中  市　
112,"78,413 ",38.0377 ,"2,061 ",　龍井區　,臺  中  市　
111,"77,887 ",38.0377 ,"2,048 ",　龍井區　,臺  中  市　
110,"77,976 ",38.0377 ,"2,050 ",　龍井區　,臺  中  市　
109,"78,095 ",38.0377 ,"2,053 ",　龍井區　,臺  中  市　
108,"78,027 ",38.0377 ,"2,051 ",　龍井區　,臺  中  市　
107,"77,998 ",38.0377 ,"2,051 ",　龍井區　,臺  中  市　
106,"77,818 ",38.0377 ,"2,046 ",　龍井區　,臺  中  市　
105,"77,236 ",38.0377 ,"2,031 ",　龍井區　,臺  中  市　
104,"76,666 ",38.0377 ,"2,016 ",　龍井區　,臺  中  市　
113,"63,342 ",98.0779 ,646 ,　霧峰區　,臺  中  市　
112,"63,822 ",98.0779 ,651 ,　霧峰區　,臺  中  市　
111,"64,091 ",98.0779 ,653 ,　霧峰區　,臺  中  市　
110,"64,602 ",98.0779 ,659 ,　霧峰區　,臺  中  市　
109,"65,094 ",98.0779 ,664 ,　霧峰區　,臺  中  市　
108,"65,419 ",98.0779 ,667 ,　霧峰區　,臺  中  市　
107,"65,619 ",98.0779 ,669 ,　霧峰區　,臺  中  市　
106,"65,393 ",98.0779 ,667 ,　霧峰區　,臺  中  市　
105,"64,898 ",98.0779 ,662 ,　霧峰區　,臺  中  市　
104,"64,657 ",98.0779 ,659 ,　霧峰區　,臺  中  市　
113,"200,007 ",120.7473 ,"1,656 ",　太平區　,臺  中  市　
112,"198,212 ",120.7473 ,"1,642 ",　太平區　,臺  中  市　
111,"196,011 ",120.7473 ,"1,623 ",　太平區　,臺  中  市　
110,"195,613 ",120.7473 ,"1,620 ",　太平區　,臺  中  市　
109,"194,970 ",120.7473 ,"1,615 ",　太平區　,臺  中  市　
108,"193,729 ",120.7473 ,"1,604 ",　太平區　,臺  中  市　
107,"191,752 ",120.7473 ,"1,588 ",　太平區　,臺  中  市　
106,"189,066 ",120.7473 ,"1,566 ",　太平區　,臺  中  市　
105,"186,271 ",120.7473 ,"1,543 ",　太平區　,臺  中  市　
104,"183,923 ",120.7473 ,"1,523 ",　太平區　,臺  中  市　
113,"212,166 ",28.8758 ,"7,348 ",　大里區　,臺  中  市　
112,"212,511 ",28.8758 ,"7,359 ",　大里區　,臺  中  市　
111,"211,469 ",28.8758 ,"7,323 ",　大里區　,臺  中  市　
110,"212,253 ",28.8758 ,"7,351 ",　大里區　,臺  中  市　
109,"213,117 ",28.8758 ,"7,380 ",　大里區　,臺  中  市　
108,"212,711 ",28.8758 ,"7,366 ",　大里區　,臺  中  市　
107,"212,104 ",28.8758 ,"7,345 ",　大里區　,臺  中  市　
106,"211,492 ",28.8758 ,"7,324 ",　大里區　,臺  中  市　
105,"210,285 ",28.8758 ,"7,282 ",　大里區　,臺  中  市　
104,"208,406 ",28.8758 ,"7,217 ",　大里區　,臺  中  市　
113,"10,656 ","1,037.8192 ",10 ,    和平區　,臺  中  市　
112,"10,794 ","1,037.8192 ",10 ,    和平區　,臺  中  市　
111,"10,919 ","1,037.8192 ",11 ,    和平區　,臺  中  市　
110,"10,870 ","1,037.8192 ",10 ,    和平區　,臺  中  市　
109,"10,809 ","1,037.8192 ",10 ,    和平區　,臺  中  市　
108,"10,902 ","1,037.8192 ",11 ,    和平區　,臺  中  市　
107,"11,015 ","1,037.8192 ",11 ,    和平區　,臺  中  市　
106,"10,949 ","1,037.8192 ",11 ,    和平區　,臺  中  市　
105,"10,795 ","1,037.8192 ",10 ,    和平區　,臺  中  市　
104,"10,726 ","1,037.8192 ",10 ,    和平區　,臺  中  市　
113,"74,782 ",38.5386 ,"1,940 ",　新營區　,臺  南  市　
112,"74,921 ",38.5386 ,"1,944 ",　新營區　,臺  南  市　
111,"74,908 ",38.5386 ,"1,944 ",　新營區　,臺  南  市　
110,"75,506 ",38.5386 ,"1,959 ",　新營區　,臺  南  市　
109,"76,331 ",38.5386 ,"1,981 ",　新營區　,臺  南  市　
108,"76,969 ",38.5386 ,"1,997 ",　新營區　,臺  南  市　
107,"77,617 ",38.5386 ,"2,014 ",　新營區　,臺  南  市　
106,"77,966 ",38.5386 ,"2,023 ",　新營區　,臺  南  市　
105,"78,101 ",38.5386 ,"2,027 ",　新營區　,臺  南  市　
104,"78,165 ",38.5386 ,"2,028 ",　新營區　,臺  南  市　
113,"23,969 ",52.2455 ,459 ,　鹽水區　,臺  南  市　
112,"24,251 ",52.2455 ,464 ,　鹽水區　,臺  南  市　
111,"24,452 ",52.2455 ,468 ,　鹽水區　,臺  南  市　
110,"24,777 ",52.2455 ,474 ,　鹽水區　,臺  南  市　
109,"25,001 ",52.2455 ,479 ,　鹽水區　,臺  南  市　
108,"25,223 ",52.2455 ,483 ,　鹽水區　,臺  南  市　
107,"25,395 ",52.2455 ,486 ,　鹽水區　,臺  南  市　
106,"25,583 ",52.2455 ,490 ,　鹽水區　,臺  南  市　
105,"25,871 ",52.2455 ,495 ,　鹽水區　,臺  南  市　
104,"26,085 ",52.2455 ,499 ,　鹽水區　,臺  南  市　
113,"25,393 ",126.4046 ,201 ,　白河區　,臺  南  市　
112,"25,862 ",126.4046 ,205 ,　白河區　,臺  南  市　
111,"26,203 ",126.4046 ,207 ,　白河區　,臺  南  市　
110,"26,693 ",126.4046 ,211 ,　白河區　,臺  南  市　
109,"27,245 ",126.4046 ,216 ,　白河區　,臺  南  市　
108,"27,688 ",126.4046 ,219 ,　白河區　,臺  南  市　
107,"28,105 ",126.4046 ,222 ,　白河區　,臺  南  市　
106,"28,520 ",126.4046 ,226 ,　白河區　,臺  南  市　
105,"28,819 ",126.4046 ,228 ,　白河區　,臺  南  市　
104,"29,271 ",126.4046 ,232 ,　白河區　,臺  南  市　
113,"20,007 ",61.2929 ,326 ,　柳營區　,臺  南  市　
112,"20,306 ",61.2929 ,331 ,　柳營區　,臺  南  市　
111,"20,407 ",61.2929 ,333 ,　柳營區　,臺  南  市　
110,"20,618 ",61.2929 ,336 ,　柳營區　,臺  南  市　
109,"20,826 ",61.2929 ,340 ,　柳營區　,臺  南  市　
108,"21,068 ",61.2929 ,344 ,　柳營區　,臺  南  市　
107,"21,205 ",61.2929 ,346 ,　柳營區　,臺  南  市　
106,"21,365 ",61.2929 ,349 ,　柳營區　,臺  南  市　
105,"21,520 ",61.2929 ,351 ,　柳營區　,臺  南  市　
104,"21,629 ",61.2929 ,353 ,　柳營區　,臺  南  市　
113,"21,292 ",72.2189 ,295 ,　後壁區　,臺  南  市　
112,"21,616 ",72.2189 ,299 ,　後壁區　,臺  南  市　
111,"21,891 ",72.2189 ,303 ,　後壁區　,臺  南  市　
110,"22,322 ",72.2189 ,309 ,　後壁區　,臺  南  市　
109,"22,755 ",72.2189 ,315 ,　後壁區　,臺  南  市　
108,"23,001 ",72.2189 ,318 ,　後壁區　,臺  南  市　
107,"23,346 ",72.2189 ,323 ,　後壁區　,臺  南  市　
106,"23,718 ",72.2189 ,328 ,　後壁區　,臺  南  市　
105,"24,066 ",72.2189 ,333 ,　後壁區　,臺  南  市　
104,"24,329 ",72.2189 ,337 ,　後壁區　,臺  南  市　
113,"18,836 ",124.9178 ,151 ,　東山區　,臺  南  市　
112,"19,156 ",124.9178 ,153 ,　東山區　,臺  南  市　
111,"19,366 ",124.9178 ,155 ,　東山區　,臺  南  市　
110,"19,788 ",124.9178 ,158 ,　東山區　,臺  南  市　
109,"20,152 ",124.9178 ,161 ,　東山區　,臺  南  市　
108,"20,449 ",124.9178 ,164 ,　東山區　,臺  南  市　
107,"20,788 ",124.9178 ,166 ,　東山區　,臺  南  市　
106,"21,049 ",124.9178 ,169 ,　東山區　,臺  南  市　
105,"21,320 ",124.9178 ,171 ,　東山區　,臺  南  市　
104,"21,603 ",124.9178 ,173 ,　東山區　,臺  南  市　
113,"43,036 ",53.9744 ,797 ,　麻豆區　,臺  南  市　
112,"43,056 ",53.9744 ,798 ,　麻豆區　,臺  南  市　
111,"42,933 ",53.9744 ,795 ,　麻豆區　,臺  南  市　
110,"43,373 ",53.9744 ,804 ,　麻豆區　,臺  南  市　
109,"43,713 ",53.9744 ,810 ,　麻豆區　,臺  南  市　
108,"43,993 ",53.9744 ,815 ,　麻豆區　,臺  南  市　
107,"44,260 ",53.9744 ,820 ,　麻豆區　,臺  南  市　
106,"44,603 ",53.9744 ,826 ,　麻豆區　,臺  南  市　
105,"44,812 ",53.9744 ,830 ,　麻豆區　,臺  南  市　
104,"44,987 ",53.9744 ,833 ,　麻豆區　,臺  南  市　
113,"22,077 ",33.5291 ,658 ,　下營區　,臺  南  市　
112,"22,420 ",33.5291 ,669 ,　下營區　,臺  南  市　
111,"22,635 ",33.5291 ,675 ,　下營區　,臺  南  市　
110,"23,062 ",33.5291 ,688 ,　下營區　,臺  南  市　
109,"23,452 ",33.5291 ,699 ,　下營區　,臺  南  市　
108,"23,686 ",33.5291 ,706 ,　下營區　,臺  南  市　
107,"23,916 ",33.5291 ,713 ,　下營區　,臺  南  市　
106,"24,239 ",33.5291 ,723 ,　下營區　,臺  南  市　
105,"24,508 ",33.5291 ,731 ,　下營區　,臺  南  市　
104,"24,786 ",33.5291 ,739 ,　下營區　,臺  南  市　
113,"21,110 ",67.5471 ,313 ,　六甲區　,臺  南  市　
112,"21,189 ",67.5471 ,314 ,　六甲區　,臺  南  市　
111,"21,342 ",67.5471 ,316 ,　六甲區　,臺  南  市　
110,"21,488 ",67.5471 ,318 ,　六甲區　,臺  南  市　
109,"21,668 ",67.5471 ,321 ,　六甲區　,臺  南  市　
108,"21,886 ",67.5471 ,324 ,　六甲區　,臺  南  市　
107,"22,148 ",67.5471 ,328 ,　六甲區　,臺  南  市　
106,"22,275 ",67.5471 ,330 ,　六甲區　,臺  南  市　
105,"22,406 ",67.5471 ,332 ,　六甲區　,臺  南  市　
104,"22,586 ",67.5471 ,334 ,　六甲區　,臺  南  市　
113,"20,669 ",70.7953 ,292 ,　官田區　,臺  南  市　
112,"20,835 ",70.7953 ,294 ,　官田區　,臺  南  市　
111,"20,849 ",70.7953 ,294 ,　官田區　,臺  南  市　
110,"21,035 ",70.7953 ,297 ,　官田區　,臺  南  市　
109,"21,212 ",70.7953 ,300 ,　官田區　,臺  南  市　
108,"21,371 ",70.7953 ,302 ,　官田區　,臺  南  市　
107,"21,314 ",70.7953 ,301 ,　官田區　,臺  南  市　
106,"21,448 ",70.7953 ,303 ,　官田區　,臺  南  市　
105,"21,535 ",70.7953 ,304 ,　官田區　,臺  南  市　
104,"21,685 ",70.7953 ,306 ,　官田區　,臺  南  市　
113,"8,588 ",70.3125 ,122 ,　大內區　,臺  南  市　
112,"8,728 ",70.3125 ,124 ,　大內區　,臺  南  市　
111,"8,847 ",70.3125 ,126 ,　大內區　,臺  南  市　
110,"9,048 ",70.3125 ,129 ,　大內區　,臺  南  市　
109,"9,200 ",70.3125 ,131 ,　大內區　,臺  南  市　
108,"9,391 ",70.3125 ,134 ,　大內區　,臺  南  市　
107,"9,605 ",70.3125 ,137 ,　大內區　,臺  南  市　
106,"9,761 ",70.3125 ,139 ,　大內區　,臺  南  市　
105,"9,962 ",70.3125 ,142 ,　大內區　,臺  南  市　
104,"10,054 ",70.3125 ,143 ,　大內區　,臺  南  市　
113,"58,470 ",38.9422 ,"1,501 ",　佳里區　,臺  南  市　
112,"58,232 ",38.9422 ,"1,495 ",　佳里區　,臺  南  市　
111,"58,063 ",38.9422 ,"1,491 ",　佳里區　,臺  南  市　
110,"58,482 ",38.9422 ,"1,502 ",　佳里區　,臺  南  市　
109,"58,785 ",38.9422 ,"1,510 ",　佳里區　,臺  南  市　
108,"59,089 ",38.9422 ,"1,517 ",　佳里區　,臺  南  市　
107,"59,083 ",38.9422 ,"1,517 ",　佳里區　,臺  南  市　
106,"59,380 ",38.9422 ,"1,525 ",　佳里區　,臺  南  市　
105,"59,458 ",38.9422 ,"1,527 ",　佳里區　,臺  南  市　
104,"59,555 ",38.9422 ,"1,529 ",　佳里區　,臺  南  市　
113,"24,537 ",53.9919 ,454 ,　學甲區　,臺  南  市　
112,"24,672 ",53.9919 ,457 ,　學甲區　,臺  南  市　
111,"24,749 ",53.9919 ,458 ,　學甲區　,臺  南  市　
110,"24,981 ",53.9919 ,463 ,　學甲區　,臺  南  市　
109,"25,293 ",53.9919 ,468 ,　學甲區　,臺  南  市　
108,"25,501 ",53.9919 ,472 ,　學甲區　,臺  南  市　
107,"25,665 ",53.9919 ,475 ,　學甲區　,臺  南  市　
106,"26,078 ",53.9919 ,483 ,　學甲區　,臺  南  市　
105,"26,377 ",53.9919 ,489 ,　學甲區　,臺  南  市　
104,"26,652 ",53.9919 ,494 ,　學甲區　,臺  南  市　
113,"25,004 ",33.7666 ,740 ,　西港區　,臺  南  市　
112,"24,990 ",33.7666 ,740 ,　西港區　,臺  南  市　
111,"24,713 ",33.7666 ,732 ,　西港區　,臺  南  市　
110,"24,495 ",33.7666 ,725 ,　西港區　,臺  南  市　
109,"24,522 ",33.7666 ,726 ,　西港區　,臺  南  市　
108,"24,554 ",33.7666 ,727 ,　西港區　,臺  南  市　
107,"24,690 ",33.7666 ,731 ,　西港區　,臺  南  市　
106,"24,758 ",33.7666 ,733 ,　西港區　,臺  南  市　
105,"24,870 ",33.7666 ,737 ,　西港區　,臺  南  市　
104,"24,921 ",33.7666 ,738 ,　西港區　,臺  南  市　
113,"20,760 ",110.1492 ,188 ,　七股區　,臺  南  市　
112,"21,210 ",110.1492 ,193 ,　七股區　,臺  南  市　
111,"21,439 ",110.1492 ,195 ,　七股區　,臺  南  市　
110,"21,757 ",110.1492 ,198 ,　七股區　,臺  南  市　
109,"22,142 ",110.1492 ,201 ,　七股區　,臺  南  市　
108,"22,299 ",110.1492 ,202 ,　七股區　,臺  南  市　
107,"22,732 ",110.1492 ,206 ,　七股區　,臺  南  市　
106,"22,974 ",110.1492 ,209 ,　七股區　,臺  南  市　
105,"23,172 ",110.1492 ,210 ,　七股區　,臺  南  市　
104,"23,365 ",110.1492 ,212 ,　七股區　,臺  南  市　
113,"18,070 ",41.9796 ,430 ,　將軍區　,臺  南  市　
112,"18,255 ",41.9796 ,435 ,　將軍區　,臺  南  市　
111,"18,618 ",41.9796 ,444 ,　將軍區　,臺  南  市　
110,"18,843 ",41.9796 ,449 ,　將軍區　,臺  南  市　
109,"19,073 ",41.9796 ,454 ,　將軍區　,臺  南  市　
108,"19,353 ",41.9796 ,461 ,　將軍區　,臺  南  市　
107,"19,664 ",41.9796 ,468 ,　將軍區　,臺  南  市　
106,"19,849 ",41.9796 ,473 ,　將軍區　,臺  南  市　
105,"20,051 ",41.9796 ,478 ,　將軍區　,臺  南  市　
104,"20,309 ",41.9796 ,484 ,　將軍區　,臺  南  市　
113,"9,712 ",44.1003 ,220 ,　北門區　,臺  南  市　
112,"9,994 ",44.1003 ,227 ,　北門區　,臺  南  市　
111,"10,183 ",44.1003 ,231 ,　北門區　,臺  南  市　
110,"10,397 ",44.1003 ,236 ,　北門區　,臺  南  市　
109,"10,601 ",44.1003 ,240 ,　北門區　,臺  南  市　
108,"10,830 ",44.1003 ,246 ,　北門區　,臺  南  市　
107,"11,051 ",44.1003 ,251 ,　北門區　,臺  南  市　
106,"11,188 ",44.1003 ,254 ,　北門區　,臺  南  市　
105,"11,333 ",44.1003 ,257 ,　北門區　,臺  南  市　
104,"11,527 ",44.1003 ,261 ,　北門區　,臺  南  市　
113,"42,292 ",62.0579 ,681 ,　新化區　,臺  南  市　
112,"42,793 ",62.0579 ,690 ,　新化區　,臺  南  市　
111,"42,467 ",62.0579 ,684 ,　新化區　,臺  南  市　
110,"42,809 ",62.0579 ,690 ,　新化區　,臺  南  市　
109,"43,317 ",62.0579 ,698 ,　新化區　,臺  南  市　
108,"43,254 ",62.0579 ,697 ,　新化區　,臺  南  市　
107,"43,456 ",62.0579 ,700 ,　新化區　,臺  南  市　
106,"43,630 ",62.0579 ,703 ,　新化區　,臺  南  市　
105,"43,727 ",62.0579 ,705 ,　新化區　,臺  南  市　
104,"43,828 ",62.0579 ,706 ,　新化區　,臺  南  市　
113,"53,300 ",55.3097 ,964 ,　善化區　,臺  南  市　
112,"52,444 ",55.3097 ,948 ,　善化區　,臺  南  市　
111,"51,842 ",55.3097 ,937 ,　善化區　,臺  南  市　
110,"51,265 ",55.3097 ,927 ,　善化區　,臺  南  市　
109,"50,814 ",55.3097 ,919 ,　善化區　,臺  南  市　
108,"50,018 ",55.3097 ,904 ,　善化區　,臺  南  市　
107,"48,968 ",55.3097 ,885 ,　善化區　,臺  南  市　
106,"48,386 ",55.3097 ,875 ,　善化區　,臺  南  市　
105,"47,660 ",55.3097 ,862 ,　善化區　,臺  南  市　
104,"46,933 ",55.3097 ,849 ,　善化區　,臺  南  市　
113,"37,913 ",47.8096 ,793 ,　新市區　,臺  南  市　
112,"37,624 ",47.8096 ,787 ,　新市區　,臺  南  市　
111,"37,482 ",47.8096 ,784 ,　新市區　,臺  南  市　
110,"37,546 ",47.8096 ,785 ,　新市區　,臺  南  市　
109,"37,660 ",47.8096 ,788 ,　新市區　,臺  南  市　
108,"37,269 ",47.8096 ,780 ,　新市區　,臺  南  市　
107,"36,898 ",47.8096 ,772 ,　新市區　,臺  南  市　
106,"36,574 ",47.8096 ,765 ,　新市區　,臺  南  市　
105,"36,268 ",47.8096 ,759 ,　新市區　,臺  南  市　
104,"35,853 ",47.8096 ,750 ,　新市區　,臺  南  市　
113,"29,842 ",31.2700 ,954 ,　安定區　,臺  南  市　
112,"29,926 ",31.2700 ,957 ,　安定區　,臺  南  市　
111,"29,904 ",31.2700 ,956 ,　安定區　,臺  南  市　
110,"30,105 ",31.2700 ,963 ,　安定區　,臺  南  市　
109,"30,374 ",31.2700 ,971 ,　安定區　,臺  南  市　
108,"30,413 ",31.2700 ,973 ,　安定區　,臺  南  市　
107,"30,483 ",31.2700 ,975 ,　安定區　,臺  南  市　
106,"30,564 ",31.2700 ,977 ,　安定區　,臺  南  市　
105,"30,447 ",31.2700 ,974 ,　安定區　,臺  南  市　
104,"30,331 ",31.2700 ,970 ,　安定區　,臺  南  市　
113,"6,916 ",27.8780 ,248 ,　山上區　,臺  南  市　
112,"7,018 ",27.8780 ,252 ,　山上區　,臺  南  市　
111,"6,976 ",27.8780 ,250 ,　山上區　,臺  南  市　
110,"6,996 ",27.8780 ,251 ,　山上區　,臺  南  市　
109,"7,128 ",27.8780 ,256 ,　山上區　,臺  南  市　
108,"7,199 ",27.8780 ,258 ,　山上區　,臺  南  市　
107,"7,317 ",27.8780 ,262 ,　山上區　,臺  南  市　
106,"7,314 ",27.8780 ,262 ,　山上區　,臺  南  市　
105,"7,359 ",27.8780 ,264 ,　山上區　,臺  南  市　
104,"7,437 ",27.8780 ,267 ,　山上區　,臺  南  市　
113,"12,830 ",76.3662 ,168 ,　玉井區　,臺  南  市　
112,"13,043 ",76.3662 ,171 ,　玉井區　,臺  南  市　
111,"13,118 ",76.3662 ,172 ,　玉井區　,臺  南  市　
110,"13,342 ",76.3662 ,175 ,　玉井區　,臺  南  市　
109,"13,602 ",76.3662 ,178 ,　玉井區　,臺  南  市　
108,"13,769 ",76.3662 ,180 ,　玉井區　,臺  南  市　
107,"13,997 ",76.3662 ,183 ,　玉井區　,臺  南  市　
106,"14,151 ",76.3662 ,185 ,　玉井區　,臺  南  市　
105,"14,281 ",76.3662 ,187 ,　玉井區　,臺  南  市　
104,"14,388 ",76.3662 ,188 ,　玉井區　,臺  南  市　
113,"8,532 ",109.6316 ,78 ,　楠西區　,臺  南  市　
112,"8,708 ",109.6316 ,79 ,　楠西區　,臺  南  市　
111,"8,870 ",109.6316 ,81 ,　楠西區　,臺  南  市　
110,"9,031 ",109.6316 ,82 ,　楠西區　,臺  南  市　
109,"9,178 ",109.6316 ,84 ,　楠西區　,臺  南  市　
108,"9,319 ",109.6316 ,85 ,　楠西區　,臺  南  市　
107,"9,537 ",109.6316 ,87 ,　楠西區　,臺  南  市　
106,"9,717 ",109.6316 ,89 ,　楠西區　,臺  南  市　
105,"9,898 ",109.6316 ,90 ,　楠西區　,臺  南  市　
104,"10,032 ",109.6316 ,92 ,　楠西區　,臺  南  市　
113,"7,786 ",171.5198 ,45 ,　南化區　,臺  南  市　
112,"7,996 ",171.5198 ,47 ,　南化區　,臺  南  市　
111,"8,114 ",171.5198 ,47 ,　南化區　,臺  南  市　
110,"8,264 ",171.5198 ,48 ,　南化區　,臺  南  市　
109,"8,398 ",171.5198 ,49 ,　南化區　,臺  南  市　
108,"8,583 ",171.5198 ,50 ,　南化區　,臺  南  市　
107,"8,724 ",171.5198 ,51 ,　南化區　,臺  南  市　
106,"8,787 ",171.5198 ,51 ,　南化區　,臺  南  市　
105,"8,838 ",171.5198 ,52 ,　南化區　,臺  南  市　
104,"8,893 ",171.5198 ,52 ,　南化區　,臺  南  市　
113,"4,124 ",74.9025 ,55 ,　左鎮區　,臺  南  市　
112,"4,231 ",74.9025 ,56 ,　左鎮區　,臺  南  市　
111,"4,366 ",74.9025 ,58 ,　左鎮區　,臺  南  市　
110,"4,428 ",74.9025 ,59 ,　左鎮區　,臺  南  市　
109,"4,569 ",74.9025 ,61 ,　左鎮區　,臺  南  市　
108,"4,676 ",74.9025 ,62 ,　左鎮區　,臺  南  市　
107,"4,781 ",74.9025 ,64 ,　左鎮區　,臺  南  市　
106,"4,876 ",74.9025 ,65 ,　左鎮區　,臺  南  市　
105,"4,980 ",74.9025 ,66 ,　左鎮區　,臺  南  市　
104,"5,071 ",74.9025 ,68 ,　左鎮區　,臺  南  市　
113,"77,574 ",50.7664 ,"1,528 ",　仁德區　,臺  南  市　
112,"77,312 ",50.7664 ,"1,523 ",　仁德區　,臺  南  市　
111,"76,896 ",50.7664 ,"1,515 ",　仁德區　,臺  南  市　
110,"76,497 ",50.7664 ,"1,507 ",　仁德區　,臺  南  市　
109,"76,385 ",50.7664 ,"1,505 ",　仁德區　,臺  南  市　
108,"76,094 ",50.7664 ,"1,499 ",　仁德區　,臺  南  市　
107,"75,878 ",50.7664 ,"1,495 ",　仁德區　,臺  南  市　
106,"75,518 ",50.7664 ,"1,488 ",　仁德區　,臺  南  市　
105,"74,637 ",50.7664 ,"1,470 ",　仁德區　,臺  南  市　
104,"73,887 ",50.7664 ,"1,455 ",　仁德區　,臺  南  市　
113,"69,818 ",55.7913 ,"1,251 ",　歸仁區　,臺  南  市　
112,"68,726 ",55.7913 ,"1,232 ",　歸仁區　,臺  南  市　
111,"68,044 ",55.7913 ,"1,220 ",　歸仁區　,臺  南  市　
110,"68,001 ",55.7913 ,"1,219 ",　歸仁區　,臺  南  市　
109,"68,164 ",55.7913 ,"1,222 ",　歸仁區　,臺  南  市　
108,"68,135 ",55.7913 ,"1,221 ",　歸仁區　,臺  南  市　
107,"68,403 ",55.7913 ,"1,226 ",　歸仁區　,臺  南  市　
106,"68,424 ",55.7913 ,"1,226 ",　歸仁區　,臺  南  市　
105,"68,170 ",55.7913 ,"1,222 ",　歸仁區　,臺  南  市　
104,"67,906 ",55.7913 ,"1,217 ",　歸仁區　,臺  南  市　
113,"33,048 ",53.6413 ,616 ,　關廟區　,臺  南  市　
112,"33,270 ",53.6413 ,620 ,　關廟區　,臺  南  市　
111,"33,424 ",53.6413 ,623 ,　關廟區　,臺  南  市　
110,"33,860 ",53.6413 ,631 ,　關廟區　,臺  南  市　
109,"33,941 ",53.6413 ,633 ,　關廟區　,臺  南  市　
108,"34,202 ",53.6413 ,638 ,　關廟區　,臺  南  市　
107,"34,353 ",53.6413 ,640 ,　關廟區　,臺  南  市　
106,"34,433 ",53.6413 ,642 ,　關廟區　,臺  南  市　
105,"34,601 ",53.6413 ,645 ,　關廟區　,臺  南  市　
104,"34,719 ",53.6413 ,647 ,　關廟區　,臺  南  市　
113,"3,352 ",64.0814 ,52 ,　龍崎區　,臺  南  市　
112,"3,476 ",64.0814 ,54 ,　龍崎區　,臺  南  市　
111,"3,601 ",64.0814 ,56 ,　龍崎區　,臺  南  市　
110,"3,668 ",64.0814 ,57 ,　龍崎區　,臺  南  市　
109,"3,768 ",64.0814 ,59 ,　龍崎區　,臺  南  市　
108,"3,900 ",64.0814 ,61 ,　龍崎區　,臺  南  市　
107,"3,995 ",64.0814 ,62 ,　龍崎區　,臺  南  市　
106,"4,038 ",64.0814 ,63 ,　龍崎區　,臺  南  市　
105,"4,107 ",64.0814 ,64 ,　龍崎區　,臺  南  市　
104,"4,196 ",64.0814 ,65 ,　龍崎區　,臺  南  市　
113,"235,623 ",40.2753 ,"5,850 ",　永康區　,臺  南  市　
112,"234,953 ",40.2753 ,"5,834 ",　永康區　,臺  南  市　
111,"234,130 ",40.2753 ,"5,813 ",　永康區　,臺  南  市　
110,"234,624 ",40.2753 ,"5,826 ",　永康區　,臺  南  市　
109,"235,415 ",40.2753 ,"5,845 ",　永康區　,臺  南  市　
108,"235,699 ",40.2753 ,"5,852 ",　永康區　,臺  南  市　
107,"234,891 ",40.2753 ,"5,832 ",　永康區　,臺  南  市　
